TimeStep,Station_PM,Total_Flow
1743,0,29.0
1743,15,21.0
1743,24,29.0
1743,3,41.0
1743,12,24.0
1743,25,34.0
1743,1,28.0
1743,18,21.0
1743,20,19.0
1743,30,23.0
1744,26,19.0
1744,27,25.0
1744,22,28.0
1744,11,16.0
1744,4,14.0
1744,0,33.0
1744,15,17.0
1744,24,15.0
1744,3,46.0
1744,12,27.0
1744,25,19.0
1744,1,34.0
1744,18,23.0
1744,20,19.0
1744,30,30.0
1745,26,18.0
1745,27,20.0
1745,22,16.0
1745,11,21.0
1745,4,15.0
1745,0,22.0
1745,15,26.0
1745,24,29.0
1745,3,51.0
1745,12,14.0
1745,25,24.0
1745,1,17.0
1745,18,22.0
1745,20,30.0
1745,30,22.0
1746,26,22.0
1746,27,26.0
1746,22,22.0
1746,11,18.0
1746,4,11.0
1746,0,31.0
1746,15,15.0
1746,24,20.0
1746,3,28.0
1746,12,23.0
1746,25,19.0
1746,1,30.0
1746,18,26.0
1746,20,21.0
1746,30,17.0
1747,26,22.0
1747,27,20.0
1747,22,27.0
1747,11,11.0
1747,4,17.0
1747,0,38.0
1747,15,14.0
1747,24,21.0
1747,3,48.0
1747,12,11.0
1747,25,17.0
1747,1,33.0
1747,18,18.0
1747,20,28.0
1747,30,26.0
1748,26,23.0
1748,27,23.0
1748,22,25.0
1748,11,16.0
1748,4,18.0
1748,0,27.0
1748,15,12.0
1748,24,26.0
1748,3,43.0
1748,12,15.0
1748,25,22.0
1748,1,41.0
1748,18,12.0
1748,20,20.0
1748,30,20.0
1749,26,22.0
1749,27,24.0
1749,22,18.0
1749,11,11.0
1749,4,18.0
1749,0,20.0
1749,15,13.0
1749,24,22.0
1749,3,48.0
1749,12,15.0
1749,25,22.0
1749,1,17.0
1749,18,15.0
1749,20,14.0
1749,30,25.0
1750,26,29.0
1750,27,24.0
1750,22,22.0
1750,11,23.0
1750,4,16.0
1750,0,33.0
1750,15,17.0
1750,24,17.0
1750,3,33.0
1750,12,20.0
1750,25,23.0
1750,1,28.0
1750,18,11.0
1750,20,20.0
1750,30,20.0
1751,26,17.0
1751,27,18.0
1751,22,14.0
1751,11,13.0
1751,4,15.0
1751,0,23.0
1751,15,19.0
1751,24,24.0
1751,3,52.0
1751,12,12.0
1751,25,19.0
1751,1,28.0
1751,18,21.0
1751,20,14.0
1751,30,24.0
1752,26,20.0
1752,27,20.0
1752,22,16.0
1752,11,22.0
1752,4,14.0
1752,0,15.0
1752,15,23.0
1752,24,14.0
1752,3,37.0
1752,12,18.0
1752,25,14.0
1752,1,16.0
1752,18,25.0
1752,20,26.0
1752,30,20.0
1753,26,16.0
1753,27,19.0
1753,22,32.0
1753,11,13.0
1753,4,10.0
1753,0,26.0
1753,15,22.0
1753,24,16.0
1753,3,27.0
1753,12,19.0
1753,25,19.0
1753,1,27.0
1753,18,17.0
1753,20,29.0
1753,30,19.0
1754,26,21.0
1754,27,20.0
1754,22,22.0
1754,11,11.0
1754,4,13.0
1754,0,24.0
1754,15,21.0
1754,24,30.0
1754,3,36.0
1754,12,11.0
1754,25,35.0
1754,1,18.0
1754,18,23.0
1754,20,18.0
1754,30,19.0
1755,26,30.0
1755,27,34.0
1755,22,23.0
1755,11,11.0
1755,4,10.0
1755,0,23.0
1755,15,10.0
1755,24,23.0
1755,3,31.0
1755,12,7.0
1755,25,20.0
1755,1,24.0
1755,18,19.0
1755,20,26.0
1755,30,24.0
1756,26,28.0
1756,27,22.0
1756,22,23.0
1756,11,11.0
1756,4,17.0
1756,0,38.0
1756,15,7.0
1756,24,23.0
1756,3,41.0
1756,12,14.0
1756,25,24.0
1756,1,31.0
1756,18,10.0
1756,20,22.0
1756,30,30.0
1757,26,25.0
1757,27,27.0
1757,22,19.0
1757,11,10.0
1757,4,14.0
1757,0,22.0
1757,15,17.0
1757,24,18.0
1757,3,44.0
1757,12,10.0
1757,25,21.0
1757,1,25.0
1757,18,5.0
1757,20,12.0
1757,30,29.0
1758,26,15.0
1758,27,19.0
1758,22,15.0
1758,11,18.0
1758,4,15.0
1758,0,40.0
1758,15,11.0
1758,24,20.0
1758,3,35.0
1758,12,16.0
1758,25,19.0
1758,1,40.0
1758,18,17.0
1758,20,12.0
1758,30,24.0
1759,26,17.0
1759,27,21.0
1759,22,16.0
1759,11,12.0
1759,4,18.0
1759,0,31.0
1759,15,14.0
1759,24,8.0
1759,3,54.0
1759,12,10.0
1759,25,15.0
1759,1,32.0
1759,18,12.0
1759,20,15.0
1759,30,17.0
1760,26,15.0
1760,27,16.0
1760,22,16.0
1760,11,12.0
1760,4,12.0
1760,0,33.0
1760,15,19.0
1760,24,19.0
1760,3,40.0
1760,12,17.0
1760,25,15.0
1760,1,26.0
1760,18,17.0
1760,20,17.0
1760,30,17.0
1761,26,21.0
1761,27,17.0
1761,22,18.0
1761,11,20.0
1761,4,12.0
1761,0,28.0
1761,15,21.0
1761,24,16.0
1761,3,39.0
1761,12,17.0
1761,25,19.0
1761,1,32.0
1761,18,23.0
1761,20,25.0
1761,30,19.0
1762,26,17.0
1762,27,18.0
1762,22,25.0
1762,11,16.0
1762,4,22.0
1762,0,32.0
1762,15,18.0
1762,24,20.0
1762,3,48.0
1762,12,20.0
1762,25,20.0
1762,1,35.0
1762,18,19.0
1762,20,30.0
1762,30,17.0
1763,26,23.0
1763,27,25.0
1763,22,33.0
1763,11,8.0
1763,4,15.0
1763,0,29.0
1763,15,20.0
1763,24,26.0
1763,3,50.0
1763,12,7.0
1763,25,26.0
1763,1,23.0
1763,18,23.0
1763,20,24.0
1763,30,17.0
1764,26,34.0
1764,27,35.0
1764,22,26.0
1764,11,17.0
1764,4,10.0
1764,0,21.0
1764,15,11.0
1764,24,29.0
1764,3,45.0
1764,12,12.0
1764,25,34.0
1764,1,28.0
1764,18,13.0
1764,20,22.0
1764,30,25.0
1765,26,30.0
1765,27,25.0
1765,22,20.0
1765,11,22.0
1765,4,17.0
1765,0,49.0
1765,15,12.0
1765,24,28.0
1765,3,37.0
1765,12,23.0
1765,25,27.0
1765,1,37.0
1765,18,11.0
1765,20,15.0
1765,30,32.0
1766,26,25.0
1766,27,30.0
1766,22,17.0
1766,11,13.0
1766,4,18.0
1766,0,25.0
1766,15,19.0
1766,24,21.0
1766,3,55.0
1766,12,9.0
1766,25,24.0
1766,1,39.0
1766,18,16.0
1766,20,18.0
1766,30,26.0
1767,26,21.0
1767,27,25.0
1767,22,22.0
1767,11,16.0
1767,4,20.0
1767,0,21.0
1767,15,16.0
1767,24,19.0
1767,3,51.0
1767,12,17.0
1767,25,21.0
1767,1,24.0
1767,18,19.0
1767,20,21.0
1767,30,27.0
1768,26,20.0
1768,27,18.0
1768,22,20.0
1768,11,11.0
1768,4,15.0
1768,0,33.0
1768,15,19.0
1768,24,17.0
1768,3,36.0
1768,12,13.0
1768,25,21.0
1768,1,24.0
1768,18,20.0
1768,20,21.0
1768,30,23.0
1769,26,21.0
1769,27,18.0
1769,22,23.0
1769,11,14.0
1769,4,14.0
1769,0,40.0
1769,15,15.0
1769,24,23.0
1769,3,50.0
1769,12,15.0
1769,25,21.0
1769,1,40.0
1769,18,22.0
1769,20,24.0
1769,30,15.0
1770,26,20.0
1770,27,30.0
1770,22,21.0
1770,11,22.0
1770,4,16.0
1770,0,30.0
1770,15,17.0
1770,24,21.0
1770,3,46.0
1770,12,20.0
1770,25,22.0
1770,1,38.0
1770,18,14.0
1770,20,26.0
1770,30,23.0
1771,26,26.0
1771,27,31.0
1771,22,18.0
1771,11,16.0
1771,4,14.0
1771,0,35.0
1771,15,17.0
1771,24,19.0
1771,3,59.0
1771,12,13.0
1771,25,25.0
1771,1,29.0
1771,18,23.0
1771,20,17.0
1771,30,22.0
1772,26,20.0
1772,27,18.0
1772,22,19.0
1772,11,11.0
1772,4,22.0
1772,0,27.0
1772,15,22.0
1772,24,19.0
1772,3,59.0
1772,12,17.0
1772,25,20.0
1772,1,31.0
1772,18,17.0
1772,20,25.0
1772,30,28.0
1773,26,22.0
1773,27,20.0
1773,22,27.0
1773,11,13.0
1773,4,11.0
1773,0,19.0
1773,15,19.0
1773,24,23.0
1773,3,42.0
1773,12,13.0
1773,25,29.0
1773,1,24.0
1773,18,24.0
1773,20,31.0
1773,30,23.0
1774,26,27.0
1774,27,31.0
1774,22,29.0
1774,11,15.0
1774,4,12.0
1774,0,52.0
1774,15,11.0
1774,24,28.0
1774,3,32.0
1774,12,12.0
1774,25,28.0
1774,1,31.0
1774,18,24.0
1774,20,31.0
1774,30,17.0
1775,26,30.0
1775,27,29.0
1775,22,21.0
1775,11,17.0
1775,4,10.0
1775,0,34.0
1775,15,14.0
1775,24,30.0
1775,3,50.0
1775,12,19.0
1775,25,28.0
1775,1,52.0
1775,18,12.0
1775,20,23.0
1775,30,27.0
1776,26,35.0
1776,27,37.0
1776,22,27.0
1776,11,12.0
1776,4,23.0
1776,0,28.0
1776,15,21.0
1776,24,22.0
1776,3,61.0
1776,12,13.0
1776,25,24.0
1776,1,26.0
1776,18,24.0
1776,20,15.0
1776,30,32.0
1777,26,25.0
1777,27,18.0
1777,22,17.0
1777,11,14.0
1777,4,8.0
1777,0,41.0
1777,15,18.0
1777,24,22.0
1777,3,30.0
1777,12,12.0
1777,25,29.0
1777,1,33.0
1777,18,21.0
1777,20,30.0
1777,30,36.0
1778,26,26.0
1778,27,22.0
1778,22,32.0
1778,11,13.0
1778,4,13.0
1778,0,32.0
1778,15,15.0
1778,24,25.0
1778,3,53.0
1778,12,15.0
1778,25,28.0
1778,1,31.0
1778,18,27.0
1778,20,36.0
1778,30,17.0
1779,26,39.0
1779,27,26.0
1779,22,31.0
1779,11,13.0
1779,4,13.0
1779,0,25.0
1779,15,18.0
1779,24,26.0
1779,3,39.0
1779,12,13.0
1779,25,45.0
1779,1,34.0
1779,18,22.0
1779,20,41.0
1779,30,21.0
1780,26,37.0
1780,27,41.0
1780,22,40.0
1780,11,15.0
1780,4,17.0
1780,0,33.0
1780,15,16.0
1780,24,31.0
1780,3,42.0
1780,12,14.0
1780,25,35.0
1780,1,29.0
1780,18,21.0
1780,20,37.0
1780,30,26.0
1781,26,37.0
1781,27,36.0
1781,22,31.0
1781,11,14.0
1781,4,15.0
1781,0,36.0
1781,15,21.0
1781,24,33.0
1781,3,41.0
1781,12,14.0
1781,25,39.0
1781,1,37.0
1781,18,24.0
1781,20,37.0
1781,30,40.0
1782,26,37.0
1782,27,32.0
1782,22,36.0
1782,11,19.0
1782,4,21.0
1782,0,33.0
1782,15,18.0
1782,24,37.0
1782,3,61.0
1782,12,17.0
1782,25,34.0
1782,1,30.0
1782,18,31.0
1782,20,34.0
1782,30,34.0
1783,26,39.0
1783,27,37.0
1783,22,34.0
1783,11,15.0
1783,4,22.0
1783,0,37.0
1783,15,20.0
1783,24,32.0
1783,3,48.0
1783,12,15.0
1783,25,47.0
1783,1,41.0
1783,18,27.0
1783,20,48.0
1783,30,37.0
1784,26,42.0
1784,27,40.0
1784,22,36.0
1784,11,15.0
1784,4,22.0
1784,0,60.0
1784,15,20.0
1784,24,35.0
1784,3,50.0
1784,12,15.0
1784,25,46.0
1784,1,48.0
1784,18,33.0
1784,20,36.0
1784,30,34.0
1785,26,49.0
1785,27,50.0
1785,22,41.0
1785,11,23.0
1785,4,20.0
1785,0,50.0
1785,15,18.0
1785,24,35.0
1785,3,62.0
1785,12,15.0
1785,25,46.0
1785,1,51.0
1785,18,25.0
1785,20,48.0
1785,30,41.0
1786,26,36.0
1786,27,30.0
1786,22,38.0
1786,11,20.0
1786,4,15.0
1786,0,37.0
1786,15,29.0
1786,24,40.0
1786,3,62.0
1786,12,23.0
1786,25,49.0
1786,1,39.0
1786,18,27.0
1786,20,33.0
1786,30,45.0
1787,26,56.0
1787,27,48.0
1787,22,32.0
1787,11,15.0
1787,4,20.0
1787,0,44.0
1787,15,23.0
1787,24,38.0
1787,3,45.0
1787,12,22.0
1787,25,48.0
1787,1,40.0
1787,18,42.0
1787,20,51.0
1787,30,35.0
1788,26,42.0
1788,27,42.0
1788,22,52.0
1788,11,18.0
1788,4,24.0
1788,0,53.0
1788,15,30.0
1788,24,35.0
1788,3,56.0
1788,12,14.0
1788,25,36.0
1788,1,53.0
1788,18,40.0
1788,20,48.0
1788,30,47.0
1789,26,50.0
1789,27,48.0
1789,22,45.0
1789,11,19.0
1789,4,21.0
1789,0,39.0
1789,15,21.0
1789,24,49.0
1789,3,61.0
1789,12,20.0
1789,25,53.0
1789,1,38.0
1789,18,36.0
1789,20,59.0
1789,30,43.0
1790,26,49.0
1790,27,49.0
1790,22,51.0
1790,11,21.0
1790,4,15.0
1790,0,49.0
1790,15,27.0
1790,24,47.0
1790,3,62.0
1790,12,17.0
1790,25,55.0
1790,1,45.0
1790,18,33.0
1790,20,55.0
1790,30,43.0
1791,26,58.0
1791,27,57.0
1791,22,28.0
1791,11,16.0
1791,4,19.0
1791,0,67.0
1791,15,25.0
1791,24,47.0
1791,3,56.0
1791,12,25.0
1791,25,61.0
1791,1,60.0
1791,18,38.0
1791,20,43.0
1791,30,45.0
1792,26,54.0
1792,27,54.0
1792,22,49.0
1792,11,19.0
1792,4,30.0
1792,0,57.0
1792,15,32.0
1792,24,32.0
1792,3,77.0
1792,12,12.0
1792,25,44.0
1792,1,62.0
1792,18,47.0
1792,20,63.0
1792,30,56.0
1793,26,50.0
1793,27,38.0
1793,22,53.0
1793,11,17.0
1793,4,25.0
1793,0,67.0
1793,15,17.0
1793,24,44.0
1793,3,80.0
1793,12,16.0
1793,25,52.0
1793,1,68.0
1793,18,34.0
1793,20,64.0
1793,30,50.0
1794,26,63.0
1794,27,53.0
1794,22,50.0
1794,11,20.0
1794,4,21.0
1794,0,49.0
1794,15,25.0
1794,24,49.0
1794,3,78.0
1794,12,19.0
1794,25,72.0
1794,1,52.0
1794,18,28.0
1794,20,52.0
1794,30,44.0
1795,26,65.0
1795,27,58.0
1795,22,43.0
1795,11,27.0
1795,4,23.0
1795,0,72.0
1795,15,29.0
1795,24,51.0
1795,3,56.0
1795,12,28.0
1795,25,54.0
1795,1,58.0
1795,18,20.0
1795,20,43.0
1795,30,51.0
1796,26,54.0
1796,27,44.0
1796,22,30.0
1796,11,26.0
1796,4,25.0
1796,0,85.0
1796,15,27.0
1796,24,32.0
1796,3,78.0
1796,12,25.0
1796,25,52.0
1796,1,85.0
1796,18,39.0
1796,20,41.0
1796,30,56.0
1797,26,35.0
1797,27,41.0
1797,22,42.0
1797,11,15.0
1797,4,34.0
1797,0,91.0
1797,15,32.0
1797,24,28.0
1797,3,92.0
1797,12,20.0
1797,25,39.0
1797,1,67.0
1797,18,31.0
1797,20,57.0
1797,30,45.0
1798,26,45.0
1798,27,39.0
1798,22,35.0
1798,11,28.0
1798,4,28.0
1798,0,59.0
1798,15,37.0
1798,24,42.0
1798,3,88.0
1798,12,19.0
1798,25,54.0
1798,1,79.0
1798,18,42.0
1798,20,52.0
1798,30,41.0
1799,26,43.0
1799,27,40.0
1799,22,50.0
1799,11,37.0
1799,4,24.0
1799,0,80.0
1799,15,26.0
1799,24,33.0
1799,3,59.0
1799,12,34.0
1799,25,35.0
1799,1,69.0
1799,18,38.0
1799,20,53.0
1799,30,34.0
1800,26,47.0
1800,27,32.0
1800,22,38.0
1800,11,34.0
1800,4,35.0
1800,0,67.0
1800,15,40.0
1800,24,45.0
1800,3,77.0
1800,12,39.0
1800,25,49.0
1800,1,73.0
1800,18,35.0
1800,20,52.0
1800,30,42.0
1801,26,43.0
1801,27,49.0
1801,22,41.0
1801,11,24.0
1801,4,35.0
1801,0,78.0
1801,15,43.0
1801,24,43.0
1801,3,92.0
1801,12,27.0
1801,25,36.0
1801,1,80.0
1801,18,43.0
1801,20,44.0
1801,30,37.0
1802,26,44.0
1802,27,42.0
1802,22,48.0
1802,11,20.0
1802,4,30.0
1802,0,88.0
1802,15,33.0
1802,24,36.0
1802,3,97.0
1802,12,20.0
1802,25,48.0
1802,1,69.0
1802,18,54.0
1802,20,65.0
1802,30,48.0
1803,26,47.0
1803,27,37.0
1803,22,49.0
1803,11,39.0
1803,4,27.0
1803,0,99.0
1803,15,22.0
1803,24,42.0
1803,3,86.0
1803,12,34.0
1803,25,53.0
1803,1,92.0
1803,18,34.0
1803,20,57.0
1803,30,38.0
1804,26,56.0
1804,27,53.0
1804,22,52.0
1804,11,33.0
1804,4,37.0
1804,0,85.0
1804,15,37.0
1804,24,52.0
1804,3,87.0
1804,12,31.0
1804,25,56.0
1804,1,110.0
1804,18,28.0
1804,20,38.0
1804,30,37.0
1805,26,60.0
1805,27,51.0
1805,22,43.0
1805,11,27.0
1805,4,46.0
1805,0,104.0
1805,15,35.0
1805,24,48.0
1805,3,112.0
1805,12,29.0
1805,25,56.0
1805,1,82.0
1805,18,44.0
1805,20,46.0
1805,30,54.0
1806,26,45.0
1806,27,47.0
1806,22,46.0
1806,11,37.0
1806,4,31.0
1806,0,128.0
1806,15,35.0
1806,24,43.0
1806,3,111.0
1806,12,37.0
1806,25,46.0
1806,1,120.0
1806,18,40.0
1806,20,57.0
1806,30,52.0
1807,26,56.0
1807,27,43.0
1807,22,55.0
1807,11,42.0
1807,4,58.0
1807,0,101.0
1807,15,41.0
1807,24,49.0
1807,3,121.0
1807,12,32.0
1807,25,55.0
1807,1,115.0
1807,18,30.0
1807,20,52.0
1807,30,40.0
1808,26,58.0
1808,27,48.0
1808,22,55.0
1808,11,35.0
1808,4,41.0
1808,0,119.0
1808,15,28.0
1808,24,48.0
1808,3,108.0
1808,12,34.0
1808,25,53.0
1808,1,110.0
1808,18,51.0
1808,20,44.0
1808,30,44.0
1809,26,60.0
1809,27,49.0
1809,22,43.0
1809,11,56.0
1809,4,49.0
1809,0,108.0
1809,15,48.0
1809,24,45.0
1809,3,119.0
1809,12,50.0
1809,25,59.0
1809,1,112.0
1809,18,39.0
1809,20,70.0
1809,30,45.0
1810,26,48.0
1810,27,54.0
1810,22,63.0
1810,11,39.0
1810,4,50.0
1810,0,153.0
1810,15,44.0
1810,24,49.0
1810,3,134.0
1810,12,48.0
1810,25,62.0
1810,1,135.0
1810,18,44.0
1810,20,46.0
1810,30,56.0
1811,26,76.0
1811,27,59.0
1811,22,59.0
1811,11,41.0
1811,4,51.0
1811,0,123.0
1811,15,60.0
1811,24,64.0
1811,3,144.0
1811,12,42.0
1811,25,74.0
1811,1,132.0
1811,18,57.0
1811,20,61.0
1811,30,41.0
1812,26,62.0
1812,27,75.0
1812,22,56.0
1812,11,52.0
1812,4,48.0
1812,0,118.0
1812,15,45.0
1812,24,58.0
1812,3,128.0
1812,12,42.0
1812,25,68.0
1812,1,125.0
1812,18,58.0
1812,20,74.0
1812,30,67.0
1813,26,62.0
1813,27,56.0
1813,22,64.0
1813,11,45.0
1813,4,45.0
1813,0,131.0
1813,15,51.0
1813,24,62.0
1813,3,131.0
1813,12,54.0
1813,25,61.0
1813,1,130.0
1813,18,55.0
1813,20,69.0
1813,30,69.0
1814,26,63.0
1814,27,59.0
1814,22,64.0
1814,11,53.0
1814,4,57.0
1814,0,137.0
1814,15,54.0
1814,24,59.0
1814,3,144.0
1814,12,39.0
1814,25,64.0
1814,1,107.0
1814,18,55.0
1814,20,64.0
1814,30,64.0
1815,26,77.0
1815,27,53.0
1815,22,72.0
1815,11,41.0
1815,4,47.0
1815,0,145.0
1815,15,43.0
1815,24,65.0
1815,3,120.0
1815,12,50.0
1815,25,76.0
1815,1,153.0
1815,18,53.0
1815,20,73.0
1815,30,50.0
1816,26,75.0
1816,27,79.0
1816,22,71.0
1816,11,54.0
1816,4,57.0
1816,0,131.0
1816,15,58.0
1816,24,70.0
1816,3,145.0
1816,12,53.0
1816,25,84.0
1816,1,132.0
1816,18,58.0
1816,20,59.0
1816,30,63.0
1817,26,87.0
1817,27,66.0
1817,22,66.0
1817,11,48.0
1817,4,61.0
1817,0,129.0
1817,15,42.0
1817,24,68.0
1817,3,159.0
1817,12,42.0
1817,25,74.0
1817,1,137.0
1817,18,50.0
1817,20,77.0
1817,30,72.0
1818,26,56.0
1818,27,68.0
1818,22,67.0
1818,11,56.0
1818,4,60.0
1818,0,161.0
1818,15,63.0
1818,24,65.0
1818,3,122.0
1818,12,55.0
1818,25,62.0
1818,1,142.0
1818,18,62.0
1818,20,60.0
1818,30,76.0
1819,26,83.0
1819,27,84.0
1819,22,59.0
1819,11,54.0
1819,4,51.0
1819,0,131.0
1819,15,53.0
1819,24,57.0
1819,3,147.0
1819,12,51.0
1819,25,75.0
1819,1,149.0
1819,18,60.0
1819,20,67.0
1819,30,53.0
1820,26,63.0
1820,27,49.0
1820,22,72.0
1820,11,56.0
1820,4,68.0
1820,0,141.0
1820,15,57.0
1820,24,71.0
1820,3,170.0
1820,12,64.0
1820,25,78.0
1820,1,147.0
1820,18,65.0
1820,20,82.0
1820,30,88.0
1821,26,74.0
1821,27,72.0
1821,22,60.0
1821,11,57.0
1821,4,69.0
1821,0,137.0
1821,15,62.0
1821,24,61.0
1821,3,166.0
1821,12,55.0
1821,25,65.0
1821,1,119.0
1821,18,63.0
1821,20,63.0
1821,30,50.0
1822,26,76.0
1822,27,73.0
1822,22,65.0
1822,11,50.0
1822,4,50.0
1822,0,166.0
1822,15,57.0
1822,24,54.0
1822,3,125.0
1822,12,52.0
1822,25,71.0
1822,1,154.0
1822,18,62.0
1822,20,86.0
1822,30,76.0
1823,26,66.0
1823,27,56.0
1823,22,80.0
1823,11,79.0
1823,4,65.0
1823,0,132.0
1823,15,59.0
1823,24,77.0
1823,3,161.0
1823,12,72.0
1823,25,71.0
1823,1,145.0
1823,18,59.0
1823,20,80.0
1823,30,73.0
1824,26,90.0
1824,27,82.0
1824,22,63.0
1824,11,53.0
1824,4,72.0
1824,0,159.0
1824,15,62.0
1824,24,79.0
1824,3,119.0
1824,12,61.0
1824,25,82.0
1824,1,155.0
1824,18,65.0
1824,20,68.0
1824,30,53.0
1825,26,73.0
1825,27,69.0
1825,22,73.0
1825,11,65.0
1825,4,63.0
1825,0,140.0
1825,15,67.0
1825,24,51.0
1825,3,170.0
1825,12,55.0
1825,25,72.0
1825,1,122.0
1825,18,80.0
1825,20,68.0
1825,30,84.0
1826,26,72.0
1826,27,54.0
1826,22,72.0
1826,11,64.0
1826,4,49.0
1826,0,138.0
1826,15,64.0
1826,24,72.0
1826,3,119.0
1826,12,77.0
1826,25,72.0
1826,1,166.0
1826,18,60.0
1826,20,98.0
1826,30,66.0
1827,26,65.0
1827,27,78.0
1827,22,85.0
1827,11,67.0
1827,4,73.0
1827,0,154.0
1827,15,81.0
1827,24,78.0
1827,3,166.0
1827,12,59.0
1827,25,79.0
1827,1,134.0
1827,18,68.0
1827,20,75.0
1827,30,64.0
1828,26,94.0
1828,27,81.0
1828,22,80.0
1828,11,44.0
1828,4,70.0
1828,0,118.0
1828,15,63.0
1828,24,79.0
1828,3,134.0
1828,12,50.0
1828,25,88.0
1828,1,122.0
1828,18,82.0
1828,20,72.0
1828,30,55.0
1829,26,96.0
1829,27,82.0
1829,22,85.0
1829,11,56.0
1829,4,59.0
1829,0,72.0
1829,15,60.0
1829,24,78.0
1829,3,125.0
1829,12,55.0
1829,25,86.0
1829,1,98.0
1829,18,71.0
1829,20,96.0
1829,30,91.0
1830,26,81.0
1830,27,82.0
1830,22,91.0
1830,11,68.0
1830,4,48.0
1830,0,246.0
1830,15,48.0
1830,24,86.0
1830,3,103.0
1830,12,59.0
1830,25,85.0
1830,1,166.0
1830,18,55.0
1830,20,90.0
1830,30,78.0
1831,26,101.0
1831,27,79.0
1831,22,76.0
1831,11,63.0
1831,4,72.0
1831,0,188.0
1831,15,57.0
1831,24,87.0
1831,3,229.0
1831,12,72.0
1831,25,103.0
1831,1,223.0
1831,18,66.0
1831,20,50.0
1831,30,88.0
1832,26,82.0
1832,27,101.0
1832,22,57.0
1832,11,42.0
1832,4,86.0
1832,0,136.0
1832,15,81.0
1832,24,67.0
1832,3,186.0
1832,12,50.0
1832,25,77.0
1832,1,139.0
1832,18,76.0
1832,20,79.0
1832,30,71.0
1833,26,69.0
1833,27,67.0
1833,22,65.0
1833,11,62.0
1833,4,74.0
1833,0,159.0
1833,15,55.0
1833,24,66.0
1833,3,146.0
1833,12,47.0
1833,25,66.0
1833,1,152.0
1833,18,74.0
1833,20,82.0
1833,30,98.0
1834,26,77.0
1834,27,77.0
1834,22,84.0
1834,11,92.0
1834,4,46.0
1834,0,185.0
1834,15,52.0
1834,24,69.0
1834,3,160.0
1834,12,84.0
1834,25,78.0
1834,1,181.0
1834,18,48.0
1834,20,83.0
1834,30,68.0
1835,26,76.0
1835,27,76.0
1835,22,75.0
1835,11,74.0
1835,4,94.0
1835,0,138.0
1835,15,68.0
1835,24,84.0
1835,3,177.0
1835,12,79.0
1835,25,78.0
1835,1,149.0
1835,18,66.0
1835,20,61.0
1835,30,71.0
1836,26,93.0
1836,27,81.0
1836,22,58.0
1836,11,51.0
1836,4,62.0
1836,0,162.0
1836,15,94.0
1836,24,66.0
1836,3,148.0
1836,12,67.0
1836,25,85.0
1836,1,136.0
1836,18,80.0
1836,20,89.0
1836,30,77.0
1837,26,73.0
1837,27,71.0
1837,22,85.0
1837,11,67.0
1837,4,69.0
1837,0,155.0
1837,15,74.0
1837,24,63.0
1837,3,146.0
1837,12,53.0
1837,25,65.0
1837,1,164.0
1837,18,79.0
1837,20,100.0
1837,30,74.0
1838,26,71.0
1838,27,67.0
1838,22,98.0
1838,11,71.0
1838,4,80.0
1838,0,168.0
1838,15,62.0
1838,24,84.0
1838,3,180.0
1838,12,87.0
1838,25,94.0
1838,1,168.0
1838,18,61.0
1838,20,94.0
1838,30,74.0
1839,26,104.0
1839,27,87.0
1839,22,84.0
1839,11,61.0
1839,4,87.0
1839,0,140.0
1839,15,81.0
1839,24,96.0
1839,3,185.0
1839,12,42.0
1839,25,101.0
1839,1,141.0
1839,18,62.0
1839,20,59.0
1839,30,63.0
1840,26,84.0
1840,27,110.0
1840,22,71.0
1840,11,78.0
1840,4,76.0
1840,0,174.0
1840,15,44.0
1840,24,69.0
1840,3,149.0
1840,12,76.0
1840,25,84.0
1840,1,160.0
1840,18,80.0
1840,20,84.0
1840,30,96.0
1841,26,78.0
1841,27,67.0
1841,22,96.0
1841,11,90.0
1841,4,49.0
1841,0,164.0
1841,15,61.0
1841,24,81.0
1841,3,171.0
1841,12,91.0
1841,25,82.0
1841,1,175.0
1841,18,51.0
1841,20,91.0
1841,30,90.0
1842,26,90.0
1842,27,86.0
1842,22,66.0
1842,11,75.0
1842,4,81.0
1842,0,160.0
1842,15,100.0
1842,24,89.0
1842,3,177.0
1842,12,76.0
1842,25,101.0
1842,1,175.0
1842,18,69.0
1842,20,61.0
1842,30,72.0
1843,26,94.0
1843,27,90.0
1843,22,84.0
1843,11,73.0
1843,4,91.0
1843,0,170.0
1843,15,83.0
1843,24,74.0
1843,3,149.0
1843,12,69.0
1843,25,76.0
1843,1,140.0
1843,18,98.0
1843,20,76.0
1843,30,78.0
1844,26,78.0
1844,27,75.0
1844,22,99.0
1844,11,74.0
1844,4,57.0
1844,0,171.0
1844,15,67.0
1844,24,70.0
1844,3,141.0
1844,12,77.0
1844,25,78.0
1844,1,163.0
1844,18,70.0
1844,20,117.0
1844,30,91.0
1845,26,77.0
1845,27,77.0
1845,22,95.0
1845,11,96.0
1845,4,71.0
1845,0,179.0
1845,15,86.0
1845,24,104.0
1845,3,181.0
1845,12,97.0
1845,25,91.0
1845,1,171.0
1845,18,84.0
1845,20,81.0
1845,30,74.0
1846,26,113.0
1846,27,109.0
1846,22,85.0
1846,11,64.0
1846,4,83.0
1846,0,196.0
1846,15,72.0
1846,24,85.0
1846,3,174.0
1846,12,73.0
1846,25,97.0
1846,1,181.0
1846,18,78.0
